w,281358336,45056
w,281292800,65536
w,281227264,65536
w,281161728,65536
w,279339008,4096
w,3193892864,16384
w,3154132992,4096
w,3154128896,4096
w,3221245952,4096
w,3193909248,28672
w,3154137088,4096
w,3154124800,4096
w,54620082176,4096
w,3221270528,4096
w,3221356544,8192
w,3221487616,12288
w,3221569536,12288
w,3221278720,8192
w,3221590016,4096
w,3221299200,4096
w,3221405696,8192
w,3221467136,8192
w,3221381120,4096
w,3221557248,4096
w,3241709568,4096
w,3221512192,4096
w,3241877504,4096
w,3241836544,4096
w,3221446656,4096
w,3241750528,4096
w,3241918464,4096
w,3222282240,4096
w,3221520384,4096
w,3241791488,4096
w,3245969408,4096
w,3193937920,4096
w,3221598208,4096
w,65621831680,4096
w,3154132992,4096
w,46378090496,4096
w,3193942016,20480
w,3154137088,4096
w,3154128896,4096
w,46493700096,8192
w,13772931072,4096
w,82891665408,4096
w,43951812608,4096
w,19286880256,4096
w,46444081152,4096
w,3193962496,16384
w,3154132992,4096
w,3154124800,4096
w,93610627072,4096
w,3193978880,16384
w,3154137088,4096
w,3154128896,4096
w,3228459008,4096
w,3228475392,24576
w,3221323776,4096
w,3228504064,4096
w,3231178752,4096
w,3242274816,4096
w,3238391808,4096
w,3228512256,4096
w,3193995264,12288
w,3154132992,4096
w,3154124800,4096
w,12173312,4096
w,65621831680,4096
w,3194007552,16384
w,3154137088,4096
w,3154128896,4096
w,3194023936,12288
w,3154132992,4096
w,3154124800,4096
w,3242287104,4096
w,3194036224,16384
w,3154137088,4096
w,3154128896,4096
w,89599258624,4096
w,3194052608,12288
w,3154132992,4096
w,3154124800,4096
w,3194064896,16384
w,3154137088,4096
w,3154128896,4096
w,3245453312,4096
w,3245473792,4096
w,3231141888,4096
w,3231170560,4096
w,3194081280,12288
w,3154132992,4096
w,3154124800,4096
w,12173312,4096
w,89599258624,4096
w,88359063552,4096
w,3194093568,12288
w,3154137088,4096
w,3154128896,4096
w,3194105856,16384
w,3154132992,4096
w,3154124800,4096
w,3240124416,4096
w,3194122240,16384
w,3154137088,4096
w,3154128896,4096
w,12173312,4096
w,3194138624,12288
w,3154132992,4096
w,3154124800,4096
w,3194150912,16384
w,3154137088,4096
w,3154128896,4096
w,3233161216,4096
w,3194167296,12288
w,3154132992,4096
w,3154124800,4096
w,12173312,4096
w,3194179584,12288
w,3154137088,4096
w,3154128896,4096
w,3194191872,16384
w,3154132992,4096
w,3154124800,4096
w,3233173504,4096
w,3194208256,12288
w,3154137088,4096
w,3154128896,4096
w,3233161216,4096
w,3194220544,16384
w,3154124800,4096
w,3194236928,16384
w,3154132992,4096
w,3154128896,4096
w,12173312,4096
w,3233161216,4096
w,3229782016,4096
w,3231039488,8192
w,3194253312,4096
w,3231064064,4096
w,3230945280,4096
w,3230928896,4096
w,3230969856,4096
w,3230986240,4096
w,3230994432,4096
w,3231006720,4096
w,3231023104,4096
w,3231137792,4096
w,3230953472,4096
w,3154137088,4096
w,3194257408,16384
w,3154132992,4096
w,3154124800,4096
w,3194273792,4096
w,62393401344,4096
w,3154137088,4096
w,88929820672,4096
w,85644926976,4096
w,3194286080,12288
w,3194277888,8192
w,3154132992,4096
w,62393401344,4096
w,3154137088,4096
w,3154128896,4096
w,25744539648,4096
w,89620426752,4096
w,86811844608,4096
w,3230339072,4096
w,3230724096,8192
w,3230588928,8192
w,3230793728,8192
w,3230646272,4096
w,3230879744,4096
w,3230666752,4096
w,3230777344,4096
w,3230564352,4096
w,3230621696,4096
w,3230359552,4096
w,3230818304,4096
w,3230629888,4096
w,3194298368,4096
w,92579160064,4096
w,92556918784,4096
w,3194302464,12288
w,3154132992,4096
w,3154124800,4096
w,82941431808,4096
w,88373805056,4096
w,3194314752,24576
w,3154137088,4096
w,3154128896,4096
w,66737766400,4096
w,63346966528,4096
w,97472716800,4096
w,84221976576,4096
w,3194339328,16384
w,3154132992,4096
w,3154124800,4096
w,3230208000,24576
w,3221323776,4096
w,3229761536,8192
w,3229802496,8192
w,3229782016,8192
w,3229483008,4096
