0.084000,1.293000,0.254316,
0.131000,0.410000,0.171253,
0.107000,0.961000,0.139571,
0.070000,0.525000,0.120287,
0.104000,0.428000,0.140759,
0.086000,0.942000,0.196802,
0.075000,0.593000,0.170222,
0.106000,1.081000,0.150587,
0.070000,0.537000,0.133737,
0.108000,0.522000,0.142612,
0.104000,0.609000,0.204452,
0.093000,0.726000,0.173762,
0.103000,0.320000,0.147667,
0.076000,0.369000,0.144680,
0.110000,0.860000,0.179222,
0.085000,1.191000,0.232957,
0.075000,0.397000,0.153432,
0.099000,0.331000,0.126173,
0.070000,0.707000,0.123289,
0.107000,1.504000,0.146284,
0.100000,0.836000,0.192277,
0.094000,0.515000,0.149850,
0.093000,0.436000,0.128178,
0.055000,0.765000,0.118558,
0.104000,1.314000,0.151489,
