0.345000,1.827000,0.592815,
0.474000,1.863000,0.562244,
0.446000,2.283000,0.512667,
0.358000,1.863000,0.408746,
0.313000,1.330000,0.339501,
0.313000,2.164000,0.421576,
0.214000,1.699000,0.323984,
0.290000,0.936000,0.326990,
0.294000,0.832000,0.337312,
0.325000,1.507000,0.347374,
0.357000,1.746000,0.458372,
0.241000,1.864000,0.344436,
0.196000,1.590000,0.335761,
0.342000,1.539000,0.387389,
0.352000,0.968000,0.400571,
0.318000,1.755000,0.485360,
0.224000,2.443000,0.368495,
0.336000,1.070000,0.372459,
0.343000,1.293000,0.396462,
0.300000,1.355000,0.335302,
0.355000,1.633000,0.448984,
0.240000,1.152000,0.325063,
0.197000,2.683000,0.309073,
0.323000,1.214000,0.352188,
0.301000,0.896000,0.338284,
