0.118000,1.046000,0.372343,
0.222000,0.800000,0.270595,
0.163000,0.826000,0.195564,
0.143000,1.161000,0.160064,
0.105000,0.412000,0.172971,
0.115000,1.142000,0.249717,
0.099000,0.892000,0.227346,
0.163000,1.309000,0.207121,
0.143000,0.686000,0.176444,
0.108000,0.736000,0.180012,
0.143000,0.598000,0.239976,
0.118000,1.235000,0.228971,
0.119000,0.840000,0.210018,
0.141000,0.558000,0.194120,
0.111000,1.182000,0.216229,
0.118000,0.939000,0.280902,
0.100000,1.545000,0.268594,
0.155000,0.586000,0.191748,
0.132000,0.908000,0.170061,
0.107000,0.399000,0.171162,
0.143000,1.193000,0.234822,
0.117000,0.822000,0.216591,
0.119000,0.303000,0.185300,
0.126000,0.879000,0.168000,
0.104000,0.522000,0.173118,
