0.069000,0.750000,0.163610,
0.086000,0.751000,0.121000,
0.052000,1.104000,0.106309,
0.070000,0.449000,0.099031,
0.104000,0.390000,0.127802,
0.069000,1.294000,0.160728,
0.067000,0.960000,0.128922,
0.052000,0.988000,0.113147,
0.070000,0.781000,0.110676,
0.106000,0.482000,0.129203,
0.086000,0.714000,0.167316,
0.090000,0.603000,0.135886,
0.059000,0.465000,0.121208,
0.077000,0.804000,0.127560,
0.112000,0.824000,0.167798,
0.069000,0.352000,0.152448,
0.068000,0.641000,0.114830,
0.052000,0.565000,0.098439,
0.070000,0.679000,0.107061,
0.107000,0.379000,0.132930,
0.090000,0.662000,0.150514,
0.079000,0.427000,0.116465,
0.043000,0.271000,0.100151,
0.057000,1.014000,0.103697,
0.105000,1.804000,0.139652,
