0.186000,1.913000,0.488058,
0.362000,0.962000,0.437377,
0.269000,0.989000,0.328633,
0.217000,1.696000,0.249808,
0.213000,1.330000,0.235586,
0.179000,2.613000,0.296040,
0.139000,1.020000,0.275670,
0.222000,1.245000,0.275468,
0.217000,1.153000,0.260880,
0.219000,1.021000,0.241788,
0.211000,1.311000,0.306181,
0.159000,1.173000,0.280701,
0.146000,1.189000,0.280207,
0.235000,1.351000,0.281124,
0.229000,0.830000,0.279407,
0.190000,1.273000,0.334040,
0.137000,1.145000,0.314199,
0.264000,0.994000,0.319502,
0.200000,1.020000,0.246887,
0.218000,0.558000,0.236325,
0.210000,0.976000,0.292782,
0.157000,1.270000,0.259764,
0.147000,0.993000,0.258771,
0.198000,0.969000,0.245068,
0.187000,0.941000,0.232293,
