0.113000,0.607000,0.234844,
0.147000,1.106000,0.209401,
0.129000,0.942000,0.173493,
0.133000,0.465000,0.163687,
0.109000,0.931000,0.202869,
0.109000,0.853000,0.177270,
0.094000,0.672000,0.159907,
0.126000,0.366000,0.161025,
0.125000,1.054000,0.169180,
0.107000,0.633000,0.184278,
0.126000,1.264000,0.181671,
0.110000,0.982000,0.164691,
0.111000,0.964000,0.171369,
0.114000,0.437000,0.181266,
0.111000,0.397000,0.220597,
0.113000,1.031000,0.267259,
0.094000,1.001000,0.239830,
0.144000,0.401000,0.175255,
0.124000,0.991000,0.164578,
0.105000,0.629000,0.171259,
0.130000,1.243000,0.219926,
0.112000,0.917000,0.208929,
0.110000,0.692000,0.173191,
0.121000,0.752000,0.158019,
0.102000,1.249000,0.177601,
