0.084000,0.606000,0.186110,
0.106000,0.905000,0.147728,
0.097000,0.564000,0.134832,
0.078000,1.054000,0.139776,
0.117000,0.360000,0.179308,
0.089000,0.930000,0.150831,
0.077000,0.942000,0.140202,
0.093000,0.595000,0.134138,
0.072000,0.571000,0.134800,
0.112000,1.033000,0.159619,
0.099000,1.751000,0.173869,
0.096000,1.007000,0.151493,
0.088000,0.636000,0.143406,
0.077000,0.904000,0.154407,
0.114000,1.156000,0.201810,
0.085000,1.037000,0.237654,
0.074000,0.685000,0.152806,
0.095000,0.347000,0.123955,
0.070000,0.369000,0.121953,
0.105000,0.897000,0.146019,
0.101000,0.339000,0.186206,
0.095000,0.627000,0.152937,
0.093000,0.521000,0.122937,
0.055000,0.436000,0.114047,
0.102000,0.931000,0.146335,
