0.059000,0.576000,0.116805,
0.068000,0.250000,0.094354,
0.049000,1.695000,0.100984,
0.069000,0.477000,0.107674,
0.109000,0.624000,0.157117,
0.064000,0.605000,0.116423,
0.060000,0.531000,0.103207,
0.047000,1.067000,0.107518,
0.066000,0.670000,0.109623,
0.107000,0.605000,0.141549,
0.078000,0.441000,0.120076,
0.065000,0.500000,0.109534,
0.051000,0.802000,0.106930,
0.069000,0.948000,0.132762,
0.111000,0.964000,0.188758,
0.064000,0.299000,0.131305,
0.061000,0.687000,0.108065,
0.050000,0.627000,0.091496,
0.068000,0.619000,0.102418,
0.104000,0.580000,0.127822,
0.083000,1.262000,0.133905,
0.075000,0.205000,0.102335,
0.041000,0.492000,0.094363,
0.053000,0.624000,0.104448,
0.103000,0.355000,0.132772,
