0.171000,1.565000,0.318399,
0.233000,1.026000,0.282011,
0.204000,1.073000,0.256026,
0.192000,1.211000,0.231446,
0.214000,0.923000,0.265373,
0.177000,1.080000,0.271441,
0.129000,0.875000,0.223990,
0.179000,0.735000,0.211036,
0.183000,1.102000,0.231208,
0.209000,0.790000,0.240050,
0.197000,0.837000,0.267276,
0.147000,1.392000,0.225731,
0.139000,1.617000,0.227075,
0.195000,0.856000,0.241034,
0.217000,0.979000,0.280296,
0.183000,0.784000,0.322650,
0.129000,1.436000,0.315200,
0.256000,1.250000,0.301036,
0.198000,0.984000,0.240893,
0.215000,0.805000,0.235348,
0.195000,1.046000,0.291392,
0.147000,0.954000,0.250389,
0.136000,1.216000,0.251503,
0.187000,1.583000,0.236745,
0.181000,0.591000,0.223351,
